LeNet5,AlexNet,VGG,ResNet18,SENet18,GoogleNet
1.6633322790760519,1.866393076336902,2.303481091928604,1.3956765019527786,1.3110275898138275,1.6046795729176162
1.3550017144521485,1.5384823326259622,2.3030055578407422,0.9884105925364872,0.9305136001018612,1.1880418784020808
1.2386139680052657,1.3848297123408988,2.3030378080694875,0.8179030014425898,0.7626292244781314,1.0358423189738828
1.1604054275223665,1.280926025813193,2.3027856148722226,0.6949978342370304,0.6413401508956309,0.9571787552607943
1.0992928214390258,1.1962611928315419,2.3027519694984417,0.600958368147883,0.5362531239038233,0.9048247311426245
1.0485621449892477,1.1298029875511404,2.302750569170393,0.5087733536082155,0.441827233509182,0.8734363540054282
1.0060319497304804,1.070385725144535,2.3027990544238666,0.4275962179312316,0.3493044373419736,0.8425760976112712
0.9650966530413274,1.0084345487072646,2.30286374146981,0.3527579131581442,0.2811646337246956,0.8304983042085262
0.9309351766658256,0.9589325667494704,2.3027441602228853,0.2843496145304207,0.21753960796405591,0.8067501847396421
0.8930859911014967,0.9138160725231366,2.3027466029462302,0.22507287912032642,0.178140609220261,0.8075549021706252
0.8649360787152024,0.8678519100408115,2.3027307438423565,0.18656470797374805,0.14522123701222564,0.8184485097065606
0.842289633877442,0.8332292611717873,2.3027287377116017,0.15484751500618046,0.1275882445218618,0.7802406425976083
0.8142986693955443,0.7835149341227149,2.302746918500232,0.13111489789043565,0.11109389906958736,0.7738168182046822
0.7914998240178198,0.7430193012632678,2.3027302670051983,0.11211874520363253,0.09239917772386194,0.7793487560413682
0.7656327752810915,0.7022723558137332,2.3027274840323213,0.09858295101198412,0.09050592845496352,0.8117007886814644
0.7477219558280447,0.6747919074104874,2.302704004985292,0.09530701887998683,0.08400536532117212,0.803353191984584
0.7283144898884132,0.6273962115616445,2.3027232235959727,0.10392147959376712,0.08224604733209685,0.7954076938235851
0.7052150793621302,0.5993947389599917,2.3027352869053326,0.07186274409569238,0.07371349964955407,0.7958847396742658
0.6906014526896465,0.5790700097103862,2.3027591918740433,0.06870137222642389,0.06471813899432749,0.7858998317776433
0.6733417833781303,0.5341864643270707,2.302718831145245,0.07028009765379517,0.06170345201273746,0.8344546914710413
